CarID,Brand,Model,Country,PlantLocation,YearOfManufacture,FuelType,Transmission,Segment,UnitsProduced,AverageCostPerUnit,TotalProductionCost,ElectricVehicle,DefectRate(%)
C0748,BMW,Corolla,France,Shanghai,2018,Petrol,Automatic,Sedan,16284,70438,1147012392,No,3.03
C0749,BMW,Corolla,UK,Munich,2015,Petrol,Automatic,Crossover,38579,71926,2774833154,No,1.32
C0750,Hyundai,Civic,Germany,Seoul,2016,Diesel,Manual,Hatchback,44720,13801,617180720,No,2.27
C0751,Hyundai,Optima,France,Nagoya,2011,Petrol,Automatic,Hatchback,20991,51048,1071548568,No,3.24
C0752,Ford,Optima,USA,Chennai,2024,Hybrid,Automatic,Truck,49220,50144,2468087680,No,0.62
C0753,Kia,Passat,Mexico,Nagoya,2018,Electric,Automatic,Coupe,15218,20148,306612264,Yes,2.03
C0754,Mercedes,A-Class,Brazil,Nagoya,2021,Petrol,Automatic,Truck,36097,29861,1077892517,No,2.7
C0755,Hyundai,Altima,South Korea,Monterrey,2022,Petrol,Automatic,Hatchback,61717,71717,4426158089,No,2.68
C0756,Mercedes,Elantra,Japan,London,2010,Hybrid,Automatic,Hatchback,27332,32480,887743360,No,1.89
C0757,Toyota,Model X,France,Shanghai,2010,Electric,Manual,Coupe,55318,28637,1584141566,Yes,2.22
C0758,Hyundai,Optima,UK,Detroit,2012,Electric,Manual,SUV,13364,54621,729955044,Yes,2.68
C0759,Volkswagen,Passat,India,Detroit,2021,Diesel,Manual,Coupe,8677,70304,610027808,No,2.96
C0760,Kia,Passat,Mexico,London,2015,Diesel,Automatic,Crossover,46615,57431,2677146065,No,2.69
C0761,Ford,Civic,India,Nagoya,2014,Electric,Manual,Truck,56710,66172,3752614120,Yes,1.3
C0762,Toyota,Elantra,UK,Detroit,2024,Hybrid,Manual,SUV,52454,35437,1858812398,No,3.49
C0763,Kia,3 Series,India,Paris,2011,Hybrid,Manual,Truck,12344,18149,224031256,No,1.58
C0764,Volkswagen,Altima,France,Shanghai,2018,Diesel,Automatic,Coupe,74630,24671,1841196730,No,0.18
C0765,Kia,A-Class,China,Detroit,2023,Petrol,Manual,SUV,13918,33119,460950242,No,1.33
C0766,Volkswagen,Mustang,India,London,2022,Hybrid,Manual,Coupe,35354,56117,1983960418,No,0.53
C0767,Volkswagen,Civic,Brazil,Seoul,2019,Petrol,Manual,Crossover,76455,26279,2009160945,No,0.51
C0768,Mercedes,Altima,USA,Detroit,2023,Hybrid,Automatic,Sedan,44450,78835,3504215750,No,1.06
C0769,Nissan,Mustang,Japan,Shanghai,2013,Electric,Manual,Hatchback,65727,14803,972956781,Yes,0.28
C0770,Toyota,Mustang,France,São Paulo,2013,Diesel,Manual,SUV,13335,70805,944184675,No,2.44
C0771,Kia,Elantra,Germany,São Paulo,2014,Petrol,Automatic,Hatchback,18033,28201,508548633,No,0.35
C0772,Tesla,Elantra,UK,Paris,2024,Petrol,Automatic,Sedan,10723,38634,414272382,No,0.79
C0773,Toyota,Model X,Mexico,Munich,2017,Electric,Manual,SUV,10773,24760,266739480,Yes,0.42
C0774,Nissan,Passat,France,Munich,2019,Hybrid,Automatic,Hatchback,34019,20826,708479694,No,0.31
C0775,Toyota,Altima,China,Detroit,2013,Petrol,Automatic,Hatchback,24660,55775,1375411500,No,1.01
C0776,BMW,Civic,Mexico,Chennai,2014,Hybrid,Automatic,SUV,74885,16798,1257918230,No,2.04
C0777,Tesla,Corolla,Brazil,Seoul,2021,Electric,Manual,Hatchback,49488,76103,3766185264,Yes,3.38
C0778,Nissan,Civic,UK,London,2013,Diesel,Automatic,Hatchback,10848,61410,666175680,No,3.08
C0779,Mercedes,Model X,Mexico,Seoul,2023,Petrol,Automatic,SUV,68019,50888,3461350872,No,3.08
C0780,Kia,A-Class,India,São Paulo,2015,Hybrid,Automatic,Hatchback,15129,59047,893322063,No,0.7
C0781,Honda,Passat,France,Detroit,2021,Petrol,Manual,Hatchback,49556,55955,2772905980,No,1.0
C0782,Nissan,Corolla,USA,Shanghai,2012,Hybrid,Automatic,Truck,11773,11982,141064086,No,0.36
C0783,Ford,Optima,UK,London,2017,Hybrid,Manual,Crossover,40916,43864,1794739424,No,2.75
C0784,Kia,A-Class,South Korea,Seoul,2015,Hybrid,Manual,Truck,8394,49265,413530410,No,0.34
C0785,Nissan,Elantra,Brazil,Shanghai,2019,Electric,Automatic,Sedan,46573,56313,2622665349,Yes,1.99
C0786,BMW,Mustang,Japan,London,2014,Diesel,Automatic,Truck,46193,54350,2510589550,No,0.94
C0787,Honda,Optima,UK,Seoul,2022,Petrol,Automatic,Truck,51966,25378,1318793148,No,0.93
C0788,BMW,Civic,China,Paris,2024,Diesel,Automatic,Sedan,24843,79815,1982844045,No,3.47
C0789,Honda,Civic,France,São Paulo,2011,Hybrid,Automatic,Hatchback,43595,37924,1653296780,No,2.67
C0790,Ford,Elantra,India,Nagoya,2019,Hybrid,Manual,Hatchback,31674,17312,548340288,No,2.95
C0791,Kia,Model X,Japan,London,2019,Diesel,Manual,Truck,51301,40353,2070149253,No,2.04
C0792,Mercedes,Altima,Japan,São Paulo,2016,Diesel,Automatic,Sedan,72936,26192,1910339712,No,3.06
C0793,BMW,Optima,Brazil,Monterrey,2011,Petrol,Automatic,Hatchback,69836,27450,1916998200,No,2.29
C0794,BMW,Optima,Mexico,Chennai,2010,Hybrid,Automatic,Coupe,43426,15432,670150032,No,3.32
C0795,Volkswagen,3 Series,China,Detroit,2016,Diesel,Automatic,SUV,73090,67225,4913475250,No,1.06
C0796,Honda,A-Class,Mexico,Monterrey,2014,Electric,Automatic,SUV,39327,75604,2973278508,Yes,2.12
C0797,Hyundai,Passat,India,Shanghai,2010,Hybrid,Manual,Crossover,45275,20295,918856125,No,2.45
C0798,Kia,A-Class,Japan,London,2024,Hybrid,Manual,SUV,41701,16774,699492574,No,1.44
C0799,Honda,Altima,China,Detroit,2013,Petrol,Automatic,Truck,29873,22190,662881870,No,3.09
C0800,Volkswagen,Civic,China,Detroit,2021,Electric,Manual,SUV,28025,41286,1157040150,Yes,3.43
C0801,Toyota,Civic,Germany,Monterrey,2022,Petrol,Automatic,SUV,73151,74014,5414198114,No,1.78
C0802,Honda,Civic,France,Monterrey,2013,Electric,Manual,Coupe,30986,65256,2022022416,Yes,1.43
C0803,Mercedes,3 Series,Japan,Nagoya,2019,Petrol,Automatic,Hatchback,79104,68630,5428907520,No,1.7
C0804,Kia,Civic,Japan,Seoul,2016,Electric,Automatic,Coupe,19140,72771,1392836940,Yes,3.0
C0805,Volkswagen,Altima,China,London,2018,Electric,Manual,Truck,61955,61715,3823552825,Yes,2.29
C0806,Toyota,Elantra,Mexico,São Paulo,2011,Electric,Automatic,SUV,36636,17466,639884376,Yes,0.25
C0807,Tesla,Passat,Japan,Munich,2021,Diesel,Manual,Hatchback,62925,27637,1739058225,No,1.94
C0808,Volkswagen,Altima,China,London,2023,Hybrid,Automatic,Crossover,57039,78745,4491536055,No,0.16
C0809,Tesla,Passat,Japan,London,2010,Electric,Automatic,Crossover,25442,46317,1178397114,Yes,2.75
C0810,Kia,Altima,China,London,2011,Diesel,Automatic,SUV,68863,59766,4115666058,No,1.22
C0811,BMW,Civic,Germany,Detroit,2016,Diesel,Automatic,SUV,59096,13078,772857488,No,1.7
C0812,Volkswagen,Elantra,France,Shanghai,2022,Petrol,Automatic,Crossover,35755,37299,1333625745,No,2.82
C0813,Ford,Optima,China,Detroit,2019,Hybrid,Automatic,Crossover,62629,13543,848184547,No,0.26
C0814,Tesla,A-Class,Japan,Shanghai,2015,Hybrid,Automatic,Truck,62786,61052,3833210872,No,0.64
C0815,Mercedes,Mustang,India,Monterrey,2013,Petrol,Automatic,SUV,16777,32064,537937728,No,1.45
C0816,Ford,Elantra,France,Munich,2010,Hybrid,Manual,Crossover,2143,24425,52342775,No,0.88
C0817,Nissan,Optima,Germany,Detroit,2022,Petrol,Automatic,Sedan,24229,61481,1489623149,No,1.25
C0818,Nissan,Model X,China,Shanghai,2010,Diesel,Manual,Crossover,22318,60530,1350908540,No,3.49
C0819,Toyota,Altima,India,Detroit,2014,Diesel,Automatic,Hatchback,66055,35888,2370581840,No,2.91
C0820,BMW,Model X,China,Chennai,2024,Electric,Automatic,Hatchback,54129,37491,2029350339,Yes,3.11
C0821,Kia,Optima,Mexico,Detroit,2010,Petrol,Automatic,Sedan,55938,42352,2369086176,No,3.29
C0822,Volkswagen,Elantra,Japan,Munich,2021,Diesel,Automatic,Truck,9957,31676,315397932,No,1.26
C0823,Hyundai,Altima,UK,Munich,2024,Diesel,Automatic,SUV,60129,75836,4559942844,No,1.11
C0824,Mercedes,Mustang,Brazil,Shanghai,2016,Petrol,Automatic,SUV,34422,47463,1633771386,No,0.9
C0825,Tesla,Civic,USA,Shanghai,2022,Diesel,Automatic,Crossover,10320,58990,608776800,No,2.92
C0826,Kia,Altima,Mexico,Monterrey,2020,Hybrid,Automatic,Hatchback,33250,73627,2448097750,No,2.41
C0827,Ford,Altima,India,Munich,2010,Diesel,Manual,Truck,38290,30221,1157162090,No,0.9
C0828,Nissan,Elantra,Mexico,Munich,2010,Petrol,Automatic,Truck,34921,61313,2141111273,No,1.38
C0829,Mercedes,Elantra,South Korea,Nagoya,2011,Hybrid,Automatic,Truck,68538,39251,2690185038,No,1.82
C0830,Hyundai,Optima,China,London,2022,Hybrid,Automatic,Crossover,62825,56586,3555015450,No,1.9
C0831,Volkswagen,Corolla,China,Paris,2023,Diesel,Manual,SUV,26100,63884,1667372400,No,3.12
C0832,Toyota,Altima,USA,Detroit,2020,Electric,Automatic,Truck,29894,62620,1871962280,Yes,1.39
C0833,Hyundai,A-Class,USA,Seoul,2021,Hybrid,Automatic,Crossover,36671,20040,734886840,No,3.19
C0834,Mercedes,Altima,South Korea,Monterrey,2019,Petrol,Automatic,Crossover,62026,55878,3465888828,No,1.6
C0835,Hyundai,Optima,Japan,London,2012,Electric,Automatic,Sedan,13649,15969,217960881,Yes,2.64
C0836,Mercedes,Passat,Brazil,Paris,2022,Electric,Automatic,Coupe,30894,23162,715566828,Yes,3.26
C0837,Mercedes,Model X,UK,Nagoya,2020,Hybrid,Manual,Truck,14896,75435,1123679760,No,3.19
C0838,Honda,Civic,UK,Seoul,2024,Diesel,Automatic,Coupe,23824,15037,358241488,No,0.29
C0839,Tesla,Corolla,Germany,Shanghai,2010,Electric,Automatic,SUV,47698,70526,3363949148,Yes,0.8
C0840,Nissan,Mustang,Germany,Munich,2024,Diesel,Automatic,Crossover,31516,24693,778224588,No,1.72
C0841,Honda,Mustang,Japan,Chennai,2018,Hybrid,Automatic,Truck,3694,69090,255218460,No,1.57
C0842,Volkswagen,Mustang,Germany,Monterrey,2019,Petrol,Automatic,Hatchback,32898,12451,409612998,No,2.28
C0843,Honda,Elantra,Germany,São Paulo,2017,Electric,Automatic,SUV,5289,75560,399636840,Yes,3.31
C0844,BMW,Mustang,South Korea,Munich,2014,Petrol,Automatic,Sedan,65467,15962,1044984254,No,0.48
C0845,BMW,Civic,South Korea,Chennai,2022,Diesel,Automatic,Sedan,61634,26444,1629849496,No,1.64
C0846,Nissan,Model X,Germany,Paris,2020,Diesel,Automatic,Coupe,71386,50443,3600923998,No,0.75
C0847,Hyundai,Mustang,Mexico,Shanghai,2011,Petrol,Manual,Crossover,25477,26506,675293362,No,3.14
C0848,Tesla,Altima,France,Seoul,2014,Hybrid,Automatic,Coupe,629,48384,30433536,No,3.38
C0849,Nissan,Altima,France,Paris,2015,Hybrid,Automatic,Hatchback,60183,34248,2061147384,No,1.73
C0850,Mercedes,Elantra,Japan,Munich,2023,Electric,Automatic,Hatchback,45831,56162,2573960622,Yes,0.45
C0851,Ford,Civic,UK,Munich,2024,Electric,Automatic,Sedan,35126,52690,1850788940,Yes,2.77
C0852,Tesla,Model X,USA,Seoul,2010,Hybrid,Automatic,Truck,49003,79625,3901863875,No,2.47
C0853,Tesla,Corolla,Japan,São Paulo,2020,Hybrid,Automatic,Sedan,28049,78008,2188046392,No,1.31
C0854,Mercedes,Optima,Germany,Chennai,2013,Petrol,Manual,Sedan,12842,70309,902908178,No,3.12
C0855,Mercedes,Model X,South Korea,Paris,2018,Diesel,Manual,Hatchback,36917,53237,1965350329,No,3.42
C0856,Toyota,Optima,China,Shanghai,2011,Diesel,Automatic,Coupe,77014,45732,3522004248,No,2.0
C0857,Nissan,Passat,Mexico,Munich,2014,Electric,Manual,Hatchback,52749,18104,954967896,Yes,2.02
C0858,Mercedes,Optima,India,Paris,2010,Hybrid,Manual,Crossover,53164,44980,2391316720,No,1.11
C0859,BMW,A-Class,South Korea,São Paulo,2013,Petrol,Automatic,Hatchback,9333,49560,462543480,No,2.09
C0860,Volkswagen,Altima,France,Paris,2013,Electric,Manual,Hatchback,61158,19554,1195883532,Yes,1.59
C0861,Ford,Civic,South Korea,Seoul,2015,Petrol,Automatic,Sedan,29973,55987,1678098351,No,1.13
C0862,Nissan,3 Series,Mexico,Shanghai,2019,Hybrid,Automatic,Truck,1237,40985,50698445,No,0.33
C0863,Kia,Elantra,USA,Nagoya,2018,Hybrid,Automatic,Sedan,47147,58167,2742399549,No,0.96
C0864,BMW,A-Class,Germany,Seoul,2012,Hybrid,Automatic,SUV,64554,50428,3255329112,No,0.77
C0865,Hyundai,Optima,China,Paris,2018,Diesel,Automatic,Hatchback,1799,77238,138951162,No,1.94
C0866,Mercedes,Mustang,France,Nagoya,2015,Hybrid,Automatic,Hatchback,63781,72723,4638345663,No,2.15
C0867,Kia,Civic,France,Munich,2016,Electric,Manual,SUV,66375,27038,1794647250,Yes,2.17
C0868,Mercedes,A-Class,Brazil,Nagoya,2021,Diesel,Manual,Hatchback,33420,32219,1076758980,No,1.42
C0869,Tesla,Elantra,UK,São Paulo,2019,Petrol,Manual,Hatchback,55336,14271,789700056,No,1.53
C0870,BMW,Altima,USA,Detroit,2011,Electric,Manual,Crossover,42881,37397,1603620757,Yes,2.94
C0871,Tesla,Civic,France,São Paulo,2020,Electric,Manual,Hatchback,56798,39602,2249314396,Yes,1.72
C0872,Toyota,Elantra,UK,Seoul,2019,Petrol,Automatic,SUV,25009,64471,1612355239,No,3.46
C0873,Tesla,Passat,France,Detroit,2023,Diesel,Automatic,Sedan,42595,72150,3073229250,No,1.59
C0874,Toyota,Passat,Germany,Seoul,2015,Electric,Automatic,Hatchback,52024,54227,2821105448,Yes,2.31
C0875,Toyota,Elantra,UK,Monterrey,2015,Electric,Manual,Truck,67409,33116,2232316444,Yes,0.27
C0876,Kia,A-Class,Mexico,Shanghai,2011,Electric,Automatic,SUV,73118,16674,1219169532,Yes,2.32
C0877,Mercedes,Civic,Brazil,London,2011,Diesel,Manual,Coupe,26032,27469,715073008,No,2.99
C0878,Hyundai,A-Class,Germany,Munich,2023,Diesel,Automatic,Crossover,60785,15446,938885110,No,3.3
C0879,Tesla,Corolla,Mexico,Munich,2011,Diesel,Automatic,SUV,19366,30760,595698160,No,3.49
C0880,BMW,Optima,China,Monterrey,2019,Electric,Manual,Sedan,8093,11963,96816559,Yes,1.06
C0881,Toyota,Corolla,USA,Paris,2021,Hybrid,Automatic,SUV,9995,37262,372433690,No,2.06
C0882,Mercedes,Passat,USA,Chennai,2010,Petrol,Automatic,Coupe,8337,15177,126530649,No,1.63
C0883,Ford,Altima,India,Seoul,2014,Hybrid,Automatic,Crossover,77208,21160,1633721280,No,2.02
C0884,Nissan,Model X,India,London,2017,Diesel,Automatic,Truck,19180,17543,336474740,No,0.64
C0885,Kia,Optima,UK,London,2011,Electric,Manual,Coupe,55976,49278,2758385328,Yes,3.01
C0886,Hyundai,Passat,USA,São Paulo,2022,Electric,Automatic,SUV,30846,39607,1221717522,Yes,3.19
C0887,Honda,A-Class,UK,São Paulo,2024,Hybrid,Automatic,Coupe,23912,27221,650908552,No,1.63
C0888,Kia,A-Class,India,Chennai,2014,Hybrid,Automatic,SUV,31304,13323,417063192,No,1.05
C0889,Ford,A-Class,China,Paris,2021,Petrol,Manual,Truck,65706,62105,4080671130,No,0.58
C0890,Nissan,Altima,France,Monterrey,2017,Electric,Automatic,Truck,11434,76968,880052112,Yes,2.42
C0891,Ford,Corolla,Mexico,Nagoya,2019,Hybrid,Automatic,Sedan,31223,33238,1037790074,No,1.16
C0892,Tesla,Model X,South Korea,São Paulo,2023,Petrol,Manual,Truck,20905,73830,1543416150,No,3.19
C0893,Toyota,A-Class,UK,Paris,2014,Diesel,Automatic,Hatchback,19248,18330,352815840,No,2.38
C0894,Hyundai,3 Series,China,Shanghai,2011,Hybrid,Manual,Coupe,71266,54153,3859267698,No,2.3
C0895,Volkswagen,Optima,Mexico,Munich,2012,Diesel,Automatic,Coupe,46913,18611,873097843,No,2.0
C0896,Toyota,Civic,USA,Munich,2024,Petrol,Automatic,SUV,22854,23872,545570688,No,0.26
C0897,Volkswagen,3 Series,France,Paris,2015,Diesel,Automatic,Truck,74990,59455,4458530450,No,3.27
C0898,Nissan,Model X,Mexico,Chennai,2020,Electric,Manual,Sedan,17888,44930,803707840,Yes,2.23
C0899,Mercedes,Altima,Brazil,Monterrey,2020,Electric,Manual,Sedan,37023,72714,2692090422,Yes,3.48
C0900,Honda,Model X,India,London,2014,Diesel,Automatic,Sedan,58193,58716,3416860188,No,1.93
C0901,BMW,Civic,Mexico,Chennai,2020,Electric,Automatic,Crossover,36232,76704,2779139328,Yes,2.51
C0902,Toyota,Optima,South Korea,Paris,2013,Petrol,Manual,Hatchback,42146,10415,438950590,No,0.29
C0903,Hyundai,Civic,China,Monterrey,2013,Electric,Automatic,Truck,21521,19888,428009648,Yes,2.25
C0904,Ford,Elantra,France,Monterrey,2014,Diesel,Manual,Sedan,53276,55299,2946109524,No,2.7
C0905,Hyundai,Optima,Germany,Seoul,2011,Diesel,Automatic,Hatchback,19616,68765,1348894240,No,2.75
C0906,Nissan,Model X,Mexico,Detroit,2018,Diesel,Manual,Coupe,72509,72714,5272419426,No,2.72
C0907,Volkswagen,A-Class,Japan,Munich,2011,Hybrid,Automatic,SUV,77120,25935,2000107200,No,0.87
C0908,Ford,Model X,South Korea,Paris,2019,Diesel,Automatic,Truck,45271,11320,512467720,No,3.42
C0909,BMW,Model X,South Korea,London,2011,Petrol,Automatic,Truck,29256,56032,1639272192,No,3.48
C0910,BMW,Optima,Japan,Detroit,2019,Electric,Manual,Crossover,3419,27907,95414033,Yes,0.36
C0911,Toyota,Elantra,Brazil,Shanghai,2023,Electric,Automatic,Coupe,24050,48002,1154448100,Yes,3.28
C0912,Nissan,Model X,Germany,São Paulo,2018,Hybrid,Automatic,Truck,37024,54838,2030322112,No,1.08
C0913,Mercedes,3 Series,India,Seoul,2023,Hybrid,Automatic,Crossover,55106,48912,2695344672,No,2.44
C0914,Nissan,Passat,China,São Paulo,2012,Petrol,Automatic,Crossover,69319,10552,731454088,No,1.25
C0915,Volkswagen,Mustang,France,Detroit,2024,Diesel,Manual,Crossover,70727,30140,2131711780,No,3.39
C0916,Hyundai,Mustang,China,Detroit,2019,Hybrid,Manual,Truck,23712,58737,1392771744,No,0.45
C0917,BMW,Model X,Germany,São Paulo,2016,Electric,Automatic,Truck,40618,43367,1761480806,Yes,1.79
C0918,Hyundai,3 Series,China,London,2013,Hybrid,Manual,Truck,29102,34061,991243222,No,1.56
C0919,Hyundai,A-Class,Japan,London,2022,Hybrid,Manual,Hatchback,18040,52124,940316960,No,1.21
C0920,Hyundai,Altima,South Korea,Nagoya,2022,Diesel,Manual,Crossover,36329,55638,2021272902,No,2.29
C0921,BMW,Altima,China,Shanghai,2015,Hybrid,Automatic,Hatchback,56809,11982,680685438,No,0.55
C0922,Kia,Optima,UK,London,2023,Petrol,Manual,SUV,65903,45765,3016050795,No,2.54
C0923,Tesla,Mustang,Mexico,Shanghai,2013,Electric,Automatic,Truck,71955,64681,4654121355,Yes,3.43
C0924,Volkswagen,Model X,Germany,Shanghai,2019,Diesel,Automatic,Coupe,22777,73232,1668005264,No,2.84
C0925,Kia,Altima,Brazil,Detroit,2024,Electric,Manual,Sedan,60173,72349,4353456377,Yes,3.02
C0926,Volkswagen,Model X,UK,Shanghai,2016,Petrol,Automatic,SUV,18176,73474,1335463424,No,1.32
C0927,Ford,Optima,Japan,Seoul,2010,Petrol,Automatic,Sedan,43344,39513,1712651472,No,1.2
C0928,Nissan,Mustang,USA,São Paulo,2012,Hybrid,Manual,Sedan,65208,32592,2125259136,No,1.86
C0929,Nissan,Civic,Japan,Nagoya,2022,Hybrid,Manual,Truck,10252,33618,344651736,No,0.26
C0930,Honda,Passat,Brazil,Paris,2012,Hybrid,Automatic,Coupe,75211,61632,4635404352,No,3.31
C0931,Nissan,Passat,Brazil,Chennai,2010,Electric,Manual,Sedan,41170,25409,1046088530,Yes,0.59
C0932,BMW,Altima,UK,Nagoya,2015,Petrol,Automatic,Crossover,68103,19529,1329983487,No,3.17
C0933,Mercedes,Passat,Mexico,Seoul,2024,Diesel,Automatic,Sedan,31978,34154,1092176612,No,0.38
C0934,Toyota,Civic,Germany,Nagoya,2022,Hybrid,Manual,SUV,26939,42882,1155198198,No,2.9
C0935,Honda,Model X,India,Shanghai,2020,Electric,Automatic,Coupe,35247,54917,1935659499,Yes,0.62
C0936,Toyota,Optima,South Korea,Detroit,2023,Hybrid,Automatic,Coupe,30310,25701,778997310,No,0.23
C0937,Volkswagen,Civic,UK,Chennai,2018,Petrol,Automatic,Sedan,18802,78225,1470786450,No,2.55
C0938,Toyota,Optima,Brazil,London,2017,Diesel,Automatic,Coupe,66736,62492,4170466112,No,1.05
C0939,Toyota,Optima,USA,Detroit,2020,Petrol,Automatic,SUV,64967,12988,843791396,No,2.53
C0940,Honda,Mustang,France,Shanghai,2016,Electric,Manual,SUV,35341,45919,1622823379,Yes,1.99
C0941,Ford,Model X,Brazil,Shanghai,2019,Hybrid,Manual,SUV,45213,58426,2641614738,No,0.47
C0942,Hyundai,3 Series,Mexico,Chennai,2017,Petrol,Automatic,Crossover,50046,62167,3111209682,No,3.27
C0943,Nissan,Passat,Mexico,Chennai,2015,Electric,Manual,Truck,3548,19013,67458124,Yes,1.64
C0944,Nissan,3 Series,Brazil,Munich,2018,Hybrid,Automatic,Sedan,33790,49113,1659528270,No,2.6
C0945,BMW,Mustang,Mexico,Monterrey,2012,Diesel,Automatic,Coupe,59406,13574,806377044,No,1.8
C0946,Honda,Optima,UK,Monterrey,2024,Petrol,Manual,SUV,77137,17838,1375969806,No,2.15
C0947,BMW,Altima,Brazil,Detroit,2019,Hybrid,Automatic,Sedan,30278,41368,1252540304,No,1.13
C0948,Mercedes,Passat,Brazil,London,2019,Hybrid,Automatic,Sedan,27925,42228,1179216900,No,0.78
C0949,Mercedes,Passat,Germany,Nagoya,2018,Hybrid,Automatic,Truck,58676,59711,3503602636,No,1.94
C0950,BMW,Model X,South Korea,Shanghai,2013,Hybrid,Automatic,Crossover,13174,56097,739021878,No,1.6
C0951,Honda,Elantra,USA,Shanghai,2016,Petrol,Manual,Coupe,62902,65773,4137253246,No,1.43
C0952,BMW,Corolla,Mexico,Munich,2024,Hybrid,Automatic,Crossover,33553,38639,1296454367,No,2.39
C0953,Nissan,Corolla,Germany,Detroit,2022,Electric,Automatic,Coupe,12457,24823,309220111,Yes,2.45
C0954,Kia,Corolla,India,Detroit,2018,Petrol,Automatic,SUV,73144,33510,2451055440,No,0.26
C0955,Tesla,Elantra,India,São Paulo,2011,Hybrid,Automatic,SUV,54116,48333,2615588628,No,1.25
C0956,Toyota,Model X,China,Chennai,2011,Petrol,Automatic,Sedan,18329,14435,264579115,No,1.5
C0957,Tesla,Elantra,UK,London,2018,Electric,Automatic,Coupe,6337,48418,306824866,Yes,0.43
C0958,Honda,Corolla,UK,Chennai,2021,Electric,Manual,Coupe,64641,67955,4392679155,Yes,0.9
C0959,Tesla,Mustang,Japan,London,2022,Petrol,Manual,Crossover,15532,69507,1079582724,No,0.28
C0960,Mercedes,Civic,USA,Seoul,2012,Hybrid,Automatic,SUV,26852,61033,1638858116,No,3.49
C0961,Volkswagen,Optima,Brazil,Paris,2018,Hybrid,Automatic,Hatchback,30715,57219,1757481585,No,2.6
C0962,Toyota,Elantra,Mexico,Monterrey,2022,Electric,Automatic,Sedan,56819,44477,2527138663,Yes,0.4
C0963,Hyundai,Model X,USA,Monterrey,2024,Hybrid,Manual,Coupe,75142,52721,3961561382,No,0.17
C0964,Honda,Model X,China,London,2014,Electric,Manual,Truck,41747,77228,3224037316,Yes,2.55
C0965,Toyota,3 Series,Japan,Monterrey,2015,Hybrid,Automatic,Truck,43548,25523,1111475604,No,1.59
C0966,Tesla,Civic,Germany,Chennai,2011,Electric,Manual,Hatchback,76032,42326,3218130432,Yes,2.78
C0967,Mercedes,Altima,USA,Shanghai,2017,Diesel,Automatic,SUV,67214,52205,3508906870,No,3.24
C0968,Ford,Passat,Germany,Chennai,2020,Hybrid,Automatic,SUV,35819,10125,362667375,No,2.14
C0969,Kia,Corolla,India,London,2018,Hybrid,Automatic,SUV,16525,76735,1268045875,No,0.74
C0970,Hyundai,Altima,Mexico,Detroit,2011,Hybrid,Automatic,Crossover,10280,26375,271135000,No,2.76
C0971,Kia,3 Series,China,Chennai,2015,Petrol,Automatic,Truck,23206,12711,294971466,No,3.35
C0972,Toyota,Corolla,Brazil,Monterrey,2015,Hybrid,Automatic,SUV,43416,42437,1842444792,No,2.07
C0973,Mercedes,Civic,Mexico,Munich,2017,Petrol,Automatic,Truck,76003,38022,2889786066,No,2.42
C0974,Mercedes,3 Series,South Korea,São Paulo,2019,Petrol,Automatic,Hatchback,31356,19182,601470792,No,1.25
C0975,Tesla,Corolla,UK,Shanghai,2021,Electric,Automatic,Sedan,9679,50950,493145050,Yes,1.4
C0976,Nissan,Civic,China,Monterrey,2014,Petrol,Automatic,Crossover,39123,22920,896699160,No,2.6
C0977,Tesla,A-Class,USA,Munich,2018,Petrol,Automatic,Coupe,18087,32144,581388528,No,3.25
C0978,Nissan,Altima,Mexico,London,2010,Diesel,Automatic,Hatchback,24233,12565,304487645,No,2.24
C0979,Nissan,Altima,France,Seoul,2018,Hybrid,Automatic,Truck,4475,63942,286140450,No,2.79
C0980,Hyundai,Passat,UK,Munich,2019,Petrol,Automatic,Hatchback,78955,34691,2739027905,No,0.68
C0981,Tesla,Civic,UK,Paris,2016,Hybrid,Automatic,Coupe,75638,43799,3312868762,No,0.82
C0982,Ford,Elantra,France,Seoul,2013,Petrol,Automatic,Crossover,45963,76777,3528901251,No,1.91
