RestaurantID,RestaurantName,CuisineType,City,Rating,AverageCostForTwo,DeliveryAvailable,NumberOfReviews,EstablishedYear,MonthlyRevenue
R1319,Urban Café,Korean,San Francisco,3.5,1430,Yes,1016,2011,134630
R1320,Ocean Corner,French,Sydney,3.1,1090,No,642,1992,48430
R1321,Urban Café,Italian,Tokyo,3.8,860,No,1260,2015,163350
R1322,Blue Corner,Thai,Singapore,3.9,210,Yes,430,2019,86440
R1323,Urban Café,Indian,Tokyo,3.8,1720,Yes,965,2011,145460
R1324,Spice Corner,Chinese,San Francisco,3.9,1660,Yes,982,1988,118280
R1325,Ocean Café,Indian,Toronto,4.9,1870,Yes,33,1988,195280
R1326,Ocean Garden,Japanese,London,4.8,210,No,1775,2002,96600
R1327,Urban Bistro,Thai,Sydney,4.7,840,Yes,547,2007,20170
R1328,Fire Grill,Korean,Toronto,4.5,1100,Yes,1603,2016,156200
R1329,Street Lounge,French,Sydney,4.9,1920,Yes,786,1996,79990
R1330,Blue Corner,French,London,2.7,1350,No,647,2004,143970
R1331,Ocean Lounge,French,Dubai,3.2,680,No,1990,1996,146180
R1332,Blue Garden,Thai,Tokyo,3.7,880,Yes,1820,1992,199800
R1333,Red Lounge,Italian,Singapore,4.6,1850,Yes,549,2006,32870
R1334,Street Bistro,Mexican,Dubai,3.8,1510,Yes,912,2011,186510
R1335,Blue Kitchen,American,Dubai,4.4,1640,Yes,1846,2001,24340
R1336,Royal Café,Mediterranean,Berlin,2.8,1450,Yes,1161,2016,44970
R1337,Urban Café,Chinese,New York,3.1,720,No,1127,2017,84400
R1338,Royal Grill,Italian,San Francisco,4.3,1310,Yes,1736,2015,80370
R1339,Ocean Kitchen,Korean,Toronto,2.9,1780,No,430,1990,98060
R1340,Red Café,Chinese,Toronto,3.4,1690,No,1305,2023,36130
R1341,Royal House,French,Toronto,3.2,1580,Yes,493,1993,109100
R1342,Blue Corner,Indian,Toronto,3.4,1810,Yes,1038,2016,141700
R1343,Green Bistro,Korean,San Francisco,4.3,1320,No,166,2020,177560
R1344,Fire Café,Chinese,Dubai,3.4,1620,Yes,61,2000,167470
R1345,Ocean Corner,French,San Francisco,3.9,1330,Yes,252,1996,138640
R1346,Street Café,Chinese,Toronto,2.7,1570,Yes,1696,1987,76950
R1347,Urban House,Indian,New York,4.5,670,Yes,783,2011,156370
R1348,Blue Grill,French,Paris,3.4,500,Yes,429,2011,158780
R1349,Fire Café,Mexican,London,4.1,560,Yes,1986,1993,65120
R1350,Golden Palace,Italian,Toronto,4.3,1270,Yes,1962,2001,99600
R1351,Urban Café,Japanese,Singapore,3.0,470,Yes,1850,1989,151690
R1352,Golden Corner,Mediterranean,Paris,4.7,1780,Yes,434,2010,68860
R1353,Ocean Garden,Thai,San Francisco,4.0,890,Yes,89,2005,57710
R1354,Fire Café,Mediterranean,Singapore,3.6,330,Yes,704,1985,79040
R1355,Green Grill,Korean,Singapore,3.0,1410,Yes,363,1985,159180
R1356,Red Hub,Mediterranean,Sydney,4.9,350,Yes,1652,2019,164250
R1357,Golden Café,French,Singapore,4.4,440,No,1699,1993,170940
R1358,Green Palace,Mexican,Toronto,3.0,1860,No,302,2007,139970
R1359,Street House,Japanese,Sydney,3.3,850,No,726,2022,155780
R1360,Blue Bistro,Italian,Berlin,4.5,570,No,1149,1988,135750
R1361,Green Palace,Italian,Dubai,4.2,1880,Yes,538,2003,59240
R1362,Fire Hub,Indian,Singapore,4.4,1220,Yes,489,2021,177010
R1363,Royal Kitchen,Thai,New York,3.6,1170,Yes,1321,1989,151700
R1364,Spice Kitchen,Chinese,London,4.3,1340,No,1701,2012,189180
R1365,Blue Grill,Mexican,Singapore,3.5,590,No,486,2007,95770
R1366,Green Hub,Chinese,Berlin,3.0,830,Yes,34,2022,77300
R1367,Street Bistro,Japanese,Tokyo,4.1,1080,Yes,440,2007,104760
R1368,Street Garden,Mediterranean,San Francisco,4.9,1190,Yes,1311,2002,99870
R1369,Street Corner,Italian,San Francisco,3.3,1630,Yes,326,2013,128610
R1370,Spice Garden,Japanese,Berlin,3.7,1010,Yes,647,2012,106950
R1371,Fire Garden,Mediterranean,Tokyo,4.2,960,No,1845,1993,61410
R1372,Urban Grill,Italian,San Francisco,3.9,780,Yes,367,2023,99360
R1373,Street Café,Mediterranean,San Francisco,4.6,1100,No,1309,1994,68040
R1374,Royal Kitchen,Thai,San Francisco,4.4,1170,Yes,1910,1986,163150
R1375,Urban Garden,Mexican,Berlin,2.6,1580,Yes,699,1997,105680
R1376,Spice Café,Korean,Dubai,5.0,200,No,353,2022,113770
R1377,Fire Corner,Japanese,London,4.4,320,Yes,1464,2011,90620
R1378,Green Corner,Japanese,Berlin,4.7,490,Yes,568,2004,163790
R1379,Spice Café,American,Tokyo,4.1,370,No,721,1994,48470
R1380,Spice Palace,French,Singapore,4.6,970,No,572,2000,27320
R1381,Red Bistro,Thai,Dubai,2.8,1600,Yes,448,1999,93130
R1382,Street Kitchen,Thai,Dubai,3.4,510,Yes,1495,1997,148090
R1383,Golden Garden,Chinese,Singapore,4.7,900,Yes,1840,2022,41580
R1384,Royal House,Mediterranean,New York,3.0,690,No,1303,2004,134860
R1385,Ocean Café,French,Sydney,2.7,1350,No,1742,2008,66190
R1386,Spice Café,Mexican,London,4.5,1320,Yes,1464,1991,125030
R1387,Street Grill,Mexican,London,4.6,990,Yes,1054,2007,32100
R1388,Royal Palace,Thai,New York,2.9,500,No,152,2008,136060
R1389,Green Garden,Mexican,Sydney,4.6,700,Yes,1793,2013,51700
R1390,Street Lounge,American,London,4.2,1740,Yes,877,1989,175580
R1391,Ocean Lounge,Japanese,Tokyo,3.8,790,Yes,362,2019,191410
R1392,Golden Corner,Indian,Paris,4.6,520,Yes,1498,1985,29180
R1393,Spice Hub,Korean,Paris,3.5,1460,Yes,1026,2020,108970
R1394,Street Hub,Chinese,London,3.0,1800,Yes,477,2002,136220
R1395,Street Palace,Mediterranean,Toronto,3.2,1450,Yes,1546,1990,48610
R1396,Royal Lounge,Korean,London,3.8,600,No,1497,2007,38070
R1397,Green Lounge,Mediterranean,Singapore,3.8,380,Yes,886,1994,46490
R1398,Urban Café,Italian,Singapore,4.5,600,Yes,1883,1991,64230
R1399,Blue Bistro,Korean,Sydney,4.5,1040,No,1427,1992,196790
R1400,Green Garden,Indian,San Francisco,4.0,1080,No,928,1997,118120
R1401,Red Kitchen,Thai,Dubai,4.5,610,Yes,1819,2014,44420
R1402,Royal Corner,American,Tokyo,3.0,1390,Yes,1786,2002,96390
R1403,Urban House,Japanese,New York,2.6,420,Yes,1091,1998,45950
R1404,Blue Kitchen,Japanese,London,4.7,520,Yes,1159,1995,152060
R1405,Spice Garden,American,San Francisco,2.7,390,Yes,850,2022,143640
R1406,Street House,French,San Francisco,3.1,1720,Yes,887,1997,194560
R1407,Royal Grill,Italian,Tokyo,4.2,1090,Yes,1494,2017,60750
R1408,Street Garden,Mediterranean,New York,3.5,1230,No,61,1997,116410
R1409,Urban House,Indian,Singapore,4.7,1990,Yes,1021,2009,37710
R1410,Ocean Bistro,Mexican,Berlin,3.2,310,Yes,1768,2008,194010
R1411,Street Café,Korean,Tokyo,2.5,1790,Yes,823,2013,56920
R1412,Spice Grill,Italian,San Francisco,3.3,1800,Yes,1908,2020,113270
R1413,Spice Kitchen,Korean,Paris,3.9,1620,Yes,278,1990,29110
R1414,Red Bistro,Indian,London,3.4,700,No,105,2002,110070
R1415,Blue Kitchen,Chinese,Sydney,3.8,250,No,282,2012,193570
R1416,Fire Café,Chinese,Paris,4.7,1100,No,1356,1989,121540
R1417,Fire House,Italian,San Francisco,4.8,880,Yes,1606,2002,153770
R1418,Urban Garden,Thai,Dubai,3.2,1820,Yes,1866,2021,38000
R1419,Green Palace,Indian,Toronto,3.7,1420,Yes,1726,1991,191920
R1420,Red Hub,Indian,New York,3.9,1810,Yes,142,1993,71330
R1421,Ocean Hub,American,Singapore,4.9,1650,No,937,2019,107610
R1422,Blue House,Thai,London,5.0,1340,No,98,1996,29690
R1423,Spice Grill,Mediterranean,Sydney,3.1,1730,No,694,2023,60790
R1424,Golden House,Mediterranean,Berlin,4.3,1300,No,833,2008,176010
R1425,Urban Grill,Mexican,Singapore,3.4,800,No,14,1993,166880
R1426,Green Garden,Japanese,London,2.5,1260,Yes,366,1996,53190
R1427,Ocean Kitchen,Chinese,Berlin,2.5,970,No,1376,2020,67050
R1428,Red Hub,Mediterranean,Sydney,3.7,1140,Yes,213,2021,86110
R1429,Urban Bistro,Thai,San Francisco,3.7,930,No,1707,1993,172590
R1430,Blue Lounge,Indian,Toronto,2.6,670,Yes,1606,2023,23870
R1431,Fire House,Mediterranean,Paris,4.2,1150,Yes,480,2006,159850
R1432,Blue Grill,Indian,Paris,3.2,500,No,473,2001,100670
R1433,Urban Garden,Mediterranean,San Francisco,3.9,530,Yes,506,2017,150460
R1434,Ocean Corner,Chinese,Singapore,3.3,1060,No,711,2008,44890
R1435,Spice Palace,Korean,San Francisco,2.9,1540,Yes,846,1999,107070
R1436,Blue Kitchen,Mediterranean,San Francisco,3.5,1020,Yes,72,2013,48900
R1437,Ocean Kitchen,Thai,London,3.1,1540,Yes,1589,2016,143320
R1438,Spice Bistro,Mediterranean,London,3.8,660,Yes,248,2017,34420
R1439,Blue Lounge,Japanese,Sydney,3.0,1550,Yes,549,2013,27220
R1440,Royal Corner,Chinese,Toronto,3.8,1480,Yes,207,1999,109470
R1441,Golden Palace,Thai,London,2.9,1440,Yes,790,2011,42500
R1442,Green Lounge,American,Sydney,4.2,960,Yes,1716,2018,45860
R1443,Blue House,Thai,Dubai,4.4,220,Yes,39,1988,105770
R1444,Red Grill,Japanese,San Francisco,2.8,1110,Yes,675,2002,87730
R1445,Ocean Corner,Korean,San Francisco,3.7,1850,No,1242,2005,132070
R1446,Royal Lounge,Chinese,Singapore,2.7,1980,Yes,1096,1992,170730
R1447,Golden House,American,Dubai,4.0,1620,Yes,1874,1990,146470
R1448,Royal Kitchen,Japanese,Singapore,3.2,1190,Yes,1090,2004,101900
R1449,Blue Lounge,Japanese,Berlin,3.8,1460,Yes,1865,1986,60870
R1450,Royal House,Italian,Sydney,3.8,870,Yes,1753,2006,70780
R1451,Spice Palace,Chinese,Sydney,4.8,1520,Yes,1466,2005,101420
R1452,Fire Café,Thai,San Francisco,3.9,1090,Yes,1341,1990,144920
R1453,Golden Corner,Indian,Tokyo,4.0,1080,Yes,1608,2016,50380
R1454,Red Grill,Korean,Berlin,3.5,290,Yes,1793,1990,112640
R1455,Royal Bistro,Indian,Sydney,4.9,270,No,1499,1997,164130
R1456,Red Kitchen,Thai,London,4.4,310,Yes,1686,1985,27680
R1457,Golden Kitchen,Thai,San Francisco,3.2,830,Yes,1638,2006,111780
R1458,Blue Garden,Chinese,Singapore,4.6,1370,Yes,1140,2008,132980
R1459,Ocean Kitchen,Thai,Dubai,3.6,780,Yes,1910,2014,75570
R1460,Royal Corner,Italian,Singapore,4.6,690,Yes,609,2006,125510
R1461,Golden Hub,American,Paris,4.6,1700,Yes,1027,1996,185800
R1462,Red Bistro,Thai,Tokyo,3.0,590,Yes,1334,2010,33890
R1463,Fire Café,Indian,Sydney,4.3,1410,Yes,629,1988,87390
R1464,Red Grill,Thai,Toronto,3.2,1160,Yes,1079,2003,127730
R1465,Royal Garden,Italian,New York,3.2,1460,Yes,86,2000,122630
R1466,Green Bistro,Mediterranean,Tokyo,3.2,1060,Yes,738,1996,153860
R1467,Street Kitchen,Mediterranean,San Francisco,4.3,960,Yes,1202,2017,118610
R1468,Royal Grill,Japanese,Sydney,3.1,1400,Yes,823,2005,172580
R1469,Blue Palace,Korean,Dubai,2.5,1650,Yes,1162,2020,178170
R1470,Urban Palace,Mexican,Sydney,4.3,1680,No,1746,1993,82530
R1471,Fire Grill,American,New York,2.9,1300,No,717,2023,82330
R1472,Golden Palace,French,Dubai,2.8,1480,Yes,1893,1992,143240
R1473,Fire Kitchen,Japanese,Singapore,3.1,1850,No,277,2004,66670
R1474,Green Bistro,Korean,Dubai,3.4,600,Yes,1633,1994,124180
R1475,Fire Garden,Mediterranean,Tokyo,3.7,1890,Yes,774,2016,181110
R1476,Royal Lounge,Indian,Singapore,2.6,1560,Yes,1783,2012,160550
R1477,Golden Kitchen,French,Sydney,4.9,420,Yes,594,1994,111230
R1478,Green House,Korean,San Francisco,4.3,970,Yes,428,1992,89880
R1479,Golden Grill,Korean,Berlin,3.3,300,Yes,879,2017,157550
R1480,Urban Grill,Japanese,San Francisco,3.3,900,Yes,1900,1997,117340
R1481,Royal Kitchen,French,Sydney,3.6,1780,No,1194,2019,179360
R1482,Ocean Lounge,Chinese,New York,4.1,450,Yes,1091,2013,39920
R1483,Spice Garden,Mexican,Berlin,2.9,490,No,393,1989,138980
R1484,Golden Bistro,Chinese,Sydney,3.0,1810,Yes,1918,1987,60590
R1485,Royal Garden,French,Toronto,4.6,1930,Yes,812,2021,88930
R1486,Red Corner,Chinese,Tokyo,3.1,1210,Yes,519,1990,137410
R1487,Street House,Italian,Toronto,3.5,880,Yes,439,2000,173890
R1488,Red Grill,Mediterranean,Singapore,4.7,1520,Yes,1373,2019,177060
R1489,Golden Bistro,Italian,Paris,4.2,1850,Yes,587,2002,117260
R1490,Fire Café,Thai,Sydney,3.4,1750,Yes,949,1995,178760
R1491,Street Lounge,Chinese,London,4.2,1730,Yes,1059,2007,150340
R1492,Fire Garden,Thai,London,2.5,800,Yes,1843,1995,65480
R1493,Urban Palace,Indian,Dubai,4.3,1250,Yes,598,2013,162630
R1494,Fire Corner,American,San Francisco,3.7,420,No,807,2011,35520
R1495,Urban Café,Indian,San Francisco,4.5,1930,Yes,381,1993,80140
R1496,Spice Lounge,French,San Francisco,4.9,1320,No,937,2019,151060
R1497,Ocean Grill,Korean,Toronto,4.8,490,Yes,1069,1993,197760
R1498,Spice Lounge,Mediterranean,Tokyo,4.8,860,Yes,1564,2002,173960
R1499,Fire Lounge,Chinese,Sydney,3.8,1800,Yes,1823,2005,182430
R1500,Street Kitchen,Japanese,New York,3.4,1500,Yes,1866,2020,105720
R1501,Red Corner,American,Dubai,3.7,1400,No,1858,1985,26480
R1502,Red Palace,Mexican,Singapore,4.2,1020,Yes,1300,2011,145330
R1503,Ocean Palace,Mexican,Berlin,4.7,1890,No,1827,2022,66600
R1504,Fire Hub,Mexican,Singapore,3.0,810,No,1465,2013,136090
R1505,Fire Café,Chinese,Sydney,4.8,760,Yes,1052,2003,28200
R1506,Royal Kitchen,Mexican,Paris,4.5,200,Yes,1372,2008,188550
R1507,Street Palace,Italian,San Francisco,4.9,1210,Yes,149,1985,179200
R1508,Street Corner,American,Berlin,4.7,880,Yes,76,2020,185050
R1509,Urban Kitchen,Italian,Toronto,3.2,780,Yes,1024,2007,182900
R1510,Ocean Garden,Korean,Sydney,2.8,650,Yes,1857,1997,96950
R1511,Green Hub,American,Paris,2.8,1250,Yes,1563,2014,68760
R1512,Ocean Garden,Italian,Toronto,3.2,530,Yes,1402,2021,62160
R1513,Ocean Garden,American,Paris,4.0,1200,Yes,270,1995,41340
R1514,Green Bistro,Korean,San Francisco,4.5,1160,No,1657,1991,41770
R1515,Green Bistro,Thai,Toronto,4.7,1720,Yes,1953,2019,197670
R1516,Spice Corner,Chinese,Tokyo,4.1,1890,Yes,983,1995,136930
R1517,Spice Corner,Chinese,London,2.5,480,Yes,636,2005,61420
R1518,Green Grill,Mexican,Singapore,3.0,1720,No,1711,1987,138540
R1519,Fire Corner,Indian,Tokyo,2.7,1420,Yes,588,2014,44720
R1520,Royal Hub,Mexican,Berlin,3.4,920,No,1800,2008,173000
R1521,Blue Garden,French,Dubai,3.8,1620,No,1615,2022,150180
R1522,Street Bistro,Italian,London,2.6,230,No,1853,1987,143980
R1523,Red Café,American,Tokyo,3.4,570,Yes,1031,2021,51100
R1524,Ocean Garden,Indian,Sydney,2.9,390,Yes,1236,2017,103260
R1525,Royal Café,Korean,Paris,4.1,1320,No,648,2006,156060
R1526,Red Kitchen,French,Berlin,3.7,420,No,1968,2015,108010
R1527,Urban Corner,Korean,Sydney,3.7,1840,No,1988,1996,132260
R1528,Street House,Chinese,London,3.6,1300,Yes,419,1998,57740
R1529,Street Bistro,Chinese,Paris,4.9,1550,Yes,842,1996,22580
R1530,Blue House,Mexican,Berlin,3.0,1840,Yes,1113,2011,88680
R1531,Red Corner,Italian,Dubai,3.8,640,No,1721,1997,88170
R1532,Fire Hub,Indian,London,4.3,1160,No,122,2008,77440
R1533,Street Hub,Mediterranean,Berlin,3.9,520,Yes,632,2022,140920
R1534,Golden Garden,French,Tokyo,4.8,1540,Yes,830,1993,186210
R1535,Golden Garden,French,Berlin,3.4,410,Yes,1170,1992,53550
R1536,Green Garden,Mexican,London,3.7,1520,Yes,1678,2021,99040
R1537,Street Hub,Chinese,San Francisco,2.7,340,Yes,1917,1999,31580
R1538,Green Corner,Mexican,Tokyo,4.0,400,Yes,849,1991,25940
R1539,Royal House,American,Sydney,3.2,1450,Yes,198,2008,187860
R1540,Red Café,Indian,London,2.9,1080,Yes,286,2000,124270
R1541,Spice Corner,Italian,San Francisco,3.9,360,No,1770,2008,124940
R1542,Spice Bistro,Thai,New York,3.8,750,No,112,1991,94900
R1543,Blue Hub,Japanese,Dubai,2.7,690,No,116,2012,167600
R1544,Spice Palace,Japanese,San Francisco,4.2,1540,No,1608,1986,75340
R1545,Urban Grill,Mexican,New York,4.1,1370,Yes,1949,2018,72860
R1546,Golden House,American,Singapore,3.0,1410,No,1987,2022,36130
R1547,Golden Café,Indian,Paris,3.7,690,No,766,1987,147720
R1548,Spice Corner,Mediterranean,San Francisco,4.3,790,Yes,182,1985,76510
R1549,Spice Corner,Japanese,Toronto,3.8,1440,Yes,1951,2015,55520
R1550,Royal Lounge,Indian,Dubai,3.5,1350,No,1878,2007,138700
R1551,Urban Corner,Italian,San Francisco,3.3,1540,No,1008,2004,180610
R1552,Red Grill,Korean,New York,4.0,1870,Yes,1364,2000,69960
R1553,Golden Palace,American,Toronto,4.8,1920,Yes,731,2016,34640
R1554,Street Grill,Chinese,Dubai,4.2,1070,No,1224,2001,82820
R1555,Ocean Hub,Indian,Toronto,2.7,1240,No,1703,2002,82450
R1556,Ocean Corner,Italian,Tokyo,3.7,740,Yes,840,1988,86110
R1557,Royal Hub,Mediterranean,New York,4.7,830,Yes,234,2019,51000
R1558,Green Café,Thai,Berlin,2.7,1150,Yes,1717,2020,61130
R1559,Urban Garden,Chinese,Tokyo,5.0,1870,Yes,1356,2007,60930
R1560,Spice Bistro,Thai,Dubai,4.9,630,No,1987,1999,101240
R1561,Ocean Kitchen,Mediterranean,Dubai,2.7,1490,Yes,1541,1997,122280
R1562,Green House,Italian,London,4.8,1680,Yes,1994,1998,55790
R1563,Ocean House,Japanese,New York,3.4,690,No,1581,1998,115710
R1564,Golden House,Thai,Singapore,4.6,1300,Yes,143,2021,95660
R1565,Red House,Chinese,Singapore,3.5,1990,No,1070,1989,112330
R1566,Urban House,Mexican,Dubai,3.6,1560,Yes,102,2006,35730
R1567,Ocean House,French,Singapore,4.1,1180,No,84,2012,146630
R1568,Fire Bistro,Indian,Paris,4.4,1670,No,765,1988,115550
R1569,Green Café,Japanese,London,2.6,1650,Yes,192,2022,175090
R1570,Blue Kitchen,Thai,Dubai,4.0,1030,No,726,2013,112020
R1571,Green Garden,Korean,Singapore,3.0,490,No,468,2021,150030
R1572,Ocean House,Indian,New York,3.4,840,No,1732,2019,196400
R1573,Urban Bistro,Mexican,San Francisco,3.4,430,Yes,1711,2004,195110
R1574,Ocean House,Mediterranean,Berlin,3.7,1940,Yes,636,2019,138860
R1575,Spice Bistro,French,Tokyo,3.3,1090,Yes,418,2019,30490
R1576,Urban Palace,Italian,Tokyo,2.8,1250,Yes,216,2004,71830
R1577,Ocean House,Mexican,Paris,2.9,1910,Yes,1278,1986,43010
R1578,Street Corner,Mexican,Toronto,2.6,1760,Yes,1366,2002,184130
R1579,Spice Lounge,Mediterranean,New York,3.7,960,No,682,2014,142970
R1580,Urban Lounge,American,Toronto,4.9,870,Yes,1558,2013,133520
R1581,Urban Grill,Mediterranean,London,2.8,1280,No,1327,2023,113620
R1582,Urban Café,American,Berlin,4.9,1640,No,1022,2006,51980
R1583,Blue Café,American,London,4.3,1160,Yes,1987,2013,129370
R1584,Red Café,Japanese,Dubai,4.1,1520,Yes,1949,1994,159300
R1585,Urban Corner,Japanese,New York,4.1,1110,No,757,2004,197480
R1586,Red Corner,Chinese,Dubai,4.6,1070,Yes,282,2000,117330
R1587,Red Kitchen,Thai,Sydney,2.8,690,Yes,388,1990,46950
R1588,Blue Corner,Thai,Singapore,3.8,1220,No,635,2001,86450
R1589,Fire Lounge,Italian,Tokyo,4.2,1310,Yes,673,1990,101490
R1590,Street Café,Thai,San Francisco,4.0,1870,No,1059,2006,170320
R1591,Spice Palace,Japanese,Dubai,4.6,650,No,689,2002,151470
R1592,Ocean Kitchen,Chinese,Toronto,2.7,1980,Yes,553,2016,126580
R1593,Ocean Palace,Chinese,Sydney,4.2,300,No,742,2012,124330
R1594,Fire Garden,American,Tokyo,3.8,310,Yes,1751,1994,193790
R1595,Royal Palace,Mediterranean,Dubai,3.4,1600,No,1966,2006,88650
R1596,Ocean Grill,Italian,Sydney,3.4,830,No,1887,2012,156100
R1597,Urban Hub,American,Sydney,4.1,270,Yes,1643,1999,127150
R1598,Street Garden,Mediterranean,New York,4.7,280,Yes,100,2013,46310
R1599,Urban Hub,Thai,London,3.7,1490,Yes,485,1991,22630
R1600,Urban Palace,American,Sydney,4.6,970,Yes,1922,2018,96840
R1601,Royal Hub,Indian,Paris,3.5,1600,No,735,2016,158300
R1602,Red Garden,Thai,London,2.8,210,Yes,1221,1986,127160
R1603,Fire Palace,Mediterranean,Tokyo,2.7,1950,Yes,1602,2010,70430
R1604,Urban Kitchen,Italian,Tokyo,2.6,930,Yes,1652,1995,71160
R1605,Fire Lounge,Mediterranean,Tokyo,3.5,1500,Yes,1987,2009,183030
R1606,Green Bistro,American,Tokyo,3.3,1530,No,1228,2003,36360
R1607,Golden Palace,American,Paris,4.3,1060,Yes,543,2004,108220
R1608,Street Hub,Mexican,Dubai,4.4,240,No,707,2017,98110
R1609,Royal Garden,Italian,Berlin,2.6,1500,No,889,2001,172230
R1610,Ocean Lounge,Korean,Sydney,3.1,1570,Yes,94,2014,125810
R1611,Blue Hub,Thai,Tokyo,3.2,1900,Yes,601,2002,194820
R1612,Green House,Chinese,London,3.9,1660,Yes,850,2016,186730
R1613,Spice Grill,Italian,London,2.9,330,Yes,86,1988,46040
R1614,Spice Café,Chinese,Sydney,2.8,1680,Yes,339,2016,22070
R1615,Blue Kitchen,Italian,Dubai,4.9,1430,No,392,2003,104630
R1616,Fire Grill,Italian,San Francisco,4.5,620,No,1466,1987,56780
R1617,Golden Café,Mediterranean,San Francisco,3.0,470,Yes,386,2022,54680
R1618,Royal Grill,Italian,Berlin,3.5,1680,Yes,350,2012,146710
R1619,Red Hub,Mexican,Dubai,3.4,1830,Yes,1210,2022,114760
R1620,Street Hub,Korean,Sydney,4.5,430,No,1459,1990,69860
R1621,Spice Lounge,American,San Francisco,3.8,1850,Yes,433,2001,118540
R1622,Royal Garden,French,San Francisco,2.8,360,Yes,183,1989,175260
R1623,Ocean Grill,Chinese,San Francisco,4.3,1690,Yes,415,2003,112330
R1624,Spice Grill,American,Toronto,3.5,1020,No,91,2019,88030
R1625,Fire Café,French,Paris,3.2,640,Yes,30,2006,139050
R1626,Red Kitchen,Korean,Sydney,3.4,930,Yes,700,2008,44610
R1627,Fire Hub,Korean,Singapore,3.7,1580,Yes,1019,1994,99450
R1628,Green Corner,Chinese,New York,3.4,800,Yes,407,1986,76730
R1629,Urban Garden,Chinese,New York,3.1,570,No,339,2012,129540
R1630,Red House,Korean,Dubai,3.5,850,Yes,234,2021,160040
R1631,Green Corner,French,Sydney,2.5,520,Yes,1810,2001,124200
R1632,Fire Kitchen,Italian,Sydney,4.4,620,No,1435,1990,159670
R1633,Spice Corner,Thai,New York,2.9,1780,Yes,790,1989,193270
R1634,Urban Palace,Indian,Berlin,2.6,1310,Yes,1796,2023,61560
R1635,Golden Corner,American,New York,4.1,540,No,1818,1991,142510
R1636,Red Palace,Mediterranean,Sydney,4.4,560,No,903,2016,155200
R1637,Spice Kitchen,American,San Francisco,4.5,1940,Yes,1888,1988,185490
R1638,Royal Café,Mediterranean,Berlin,3.7,1190,No,1954,2005,39050
R1639,Street Lounge,French,Tokyo,3.0,420,No,447,2016,115150
R1640,Urban Corner,Mediterranean,Singapore,4.3,1830,Yes,1305,2002,187340
R1641,Street Grill,Chinese,Toronto,4.2,1870,Yes,1313,2017,174200
R1642,Urban House,Thai,Paris,3.1,1080,Yes,232,1998,53090
R1643,Ocean Garden,Thai,Tokyo,4.8,340,No,1620,1990,76610
R1644,Golden Grill,Chinese,London,2.8,1840,No,1696,1995,29310
R1645,Red Palace,Mexican,New York,5.0,1510,Yes,1970,2004,58380
R1646,Fire Hub,French,Singapore,4.7,1690,Yes,1904,2013,161920
R1647,Ocean Lounge,Mexican,New York,4.2,410,Yes,518,2019,113050
R1648,Ocean Grill,Mexican,New York,4.8,970,Yes,1375,2000,123780
R1649,Street Grill,American,Tokyo,4.3,1640,Yes,1962,1991,100580
R1650,Urban Corner,Korean,San Francisco,3.0,910,Yes,626,2020,39890
R1651,Green Corner,American,San Francisco,3.6,1170,Yes,1075,2015,115770
R1652,Blue Grill,Korean,Toronto,2.7,1090,Yes,1209,1990,171950
R1653,Ocean Garden,Indian,Berlin,3.5,1280,No,1278,2013,31160
R1654,Blue Corner,Mediterranean,New York,4.4,1130,No,1286,2011,114190
R1655,Urban Grill,Korean,Dubai,3.5,990,No,1307,1986,89620
R1656,Royal Bistro,Chinese,San Francisco,3.3,1130,Yes,968,2006,79670
R1657,Green Hub,American,Sydney,4.0,990,No,1367,1993,179810
R1658,Golden Bistro,French,Singapore,4.7,570,No,613,1995,137970
R1659,Street Corner,Mediterranean,Dubai,2.6,1710,Yes,1044,2000,108710
R1660,Red Hub,Indian,Tokyo,3.5,1530,Yes,161,1997,31910
R1661,Golden Garden,Korean,Tokyo,2.9,1530,No,198,2002,195140
R1662,Royal Lounge,Indian,Toronto,4.2,450,Yes,969,2009,197870
R1663,Street Garden,French,Toronto,2.8,1200,Yes,685,2017,76300
R1664,Ocean Lounge,Mexican,Berlin,4.2,1880,Yes,647,1994,115220
R1665,Blue Bistro,Thai,Sydney,3.2,940,Yes,220,2014,70300
R1666,Golden Bistro,French,Singapore,3.0,570,Yes,1130,1985,33810
R1667,Blue Bistro,Japanese,Sydney,4.8,1020,Yes,1854,2017,187530
